,date,time,time_zone,ThreadID1,ThreadID2,MethodID,LogID,LogMS,Content,EventID,EventTemplate
679,2002-04-22,11:37:38:780,CST,16,id=63e24762,com.ibm.ws.classloading.internal.GatewayClassLoader$1,<,<init>,"""Exit com.ibm.ws.classloading.internal.GatewayClassLoader$1@63e24762""
",E125,Exit com.ibm.ws.classloading.internal.GatewayClassLoader$*@*
680,2002-04-22,11:37:38:780,CST,16,id=3a9b4654,com.ibm.ws.classloading.internal.GatewayClassLoader,<,<init>,"""Exit com.ibm.ws.classloading.internal.GatewayClassLoader@3a9b4654""
",E126,Exit com.ibm.ws.classloading.internal.GatewayClassLoader@*
681,2002-04-22,11:37:38:780,CST,16,id=3a9b4654,com.ibm.ws.classloading.internal.GatewayClassLoader,>,getBundle,"Entry
",E14,Entry
682,2002-04-22,11:37:38:780,CST,16,id=3a9b4654,com.ibm.ws.classloading.internal.GatewayClassLoader,<,getBundle,"""Exit gateway.bundle.Thread_Context.70_0.0.0 [132]""
",E115,Exit gateway.bundle.Thread_Context.*
683,2002-04-22,11:37:38:781,CST,16,id=00000000,com.ibm.ws.classloading.internal.GatewayClassLoader,<,createGatewayClassLoader,"""Exit com.ibm.ws.classloading.internal.GatewayClassLoader@3a9b4654""
",E126,Exit com.ibm.ws.classloading.internal.GatewayClassLoader@*
684,2002-04-22,11:37:38:781,CST,16,id=5da65daf,com.ibm.ws.classloading.internal.GatewayBundleFactory,<,createGatewayBundleClassLoader,"""Exit com.ibm.ws.classloading.internal.GatewayClassLoader@3a9b4654""
",E126,Exit com.ibm.ws.classloading.internal.GatewayClassLoader@*
685,2002-04-22,11:37:38:781,CST,16,id=00000000,com.ibm.ws.classloading.LibertyClassLoader,>,<init>,"""Entry com.ibm.ws.classloading.internal.GatewayClassLoader@3a9b4654""
",E124,Entry com.ibm.ws.classloading.internal.GatewayClassLoader@*
686,2002-04-22,11:37:38:781,CST,16,id=7c51432b,com.ibm.ws.classloading.LibertyClassLoader,<,<init>,"""Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@7c51432b""
",E127,Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@*
687,2002-04-22,11:37:38:781,CST,16,id=00000000,com.ibm.ws.classloading.internal.LibertyLoader,>,<init>,"""Entry com.ibm.ws.classloading.internal.GatewayClassLoader@3a9b4654""
",E124,Entry com.ibm.ws.classloading.internal.GatewayClassLoader@*
688,2002-04-22,11:37:38:781,CST,16,id=7c51432b,com.ibm.ws.classloading.internal.LibertyLoader,<,<init>,"""Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@7c51432b""
",E127,Exit com.ibm.ws.classloading.internal.ThreadContextClassLoaderForBundles@*
