date_1,time_1,time_zone_1,Thread_ID1_1,Thread_ID2_1,class_name_1,LogID_1,LogMS_1,Content_1,Event Template_1,Parameters_1,date_2,time_2,time_zone_2,Thread_ID1_2,Thread_ID2_2,class_name_2,LogID_2,LogMS_2,Content_2,Event Template_2,Parameters_2,similarity_score,similarity_score_rounded
2/4/22,11:37:37:390,CST,00000016,id=00000000,com.ibm.ws.security.registry.basic.internal.BasicRegistry,W,CWWKS3103W:,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,[],2/4/22,11:37:37:661,CST,00000017,id=1fdd10af,.classloading.internal.ApplicationClassloadingServiceFactory,>,setConfigAdmin,Entry com.ibm.ws.config.admin.internal.ConfigurationAdminImpl@46c17c72,Entry com.ibm.ws.config.admin.internal.ConfigurationAdminImpl@46c17c72,[],0.6597082018852234,0.7
2/4/22,11:37:37:390,CST,00000016,id=00000000,com.ibm.ws.security.registry.basic.internal.BasicRegistry,W,CWWKS3103W:,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,[],2/4/22,11:37:39:875,CST,00000016,id=69149463,com.ibm.ws.library.internal.SharedLibraryFactory,>,getDelegateClassLoader,Entry com.ibm.ws.security.authentication.filter_1.0.44.cl200920200820-0913 [107],Entry com.ibm.ws.security.authentication.filter_1.0.44.cl200920200820-0913 [107],[],0.6081060171127319,0.6
2/4/22,11:37:37:390,CST,00000016,id=00000000,com.ibm.ws.security.registry.basic.internal.BasicRegistry,W,CWWKS3103W:,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,[],2/4/22,11:37:39:875,CST,00000016,id=240691d3,com.ibm.ws.library.internal.LibraryPackageExporter,>,getDelegateClassLoader,Entry com.ibm.ws.security.authentication.filter_1.0.44.cl200920200820-0913 [107],Entry com.ibm.ws.security.authentication.filter_1.0.44.cl200920200820-0913 [107],[],0.6081060171127319,0.6
2/4/22,11:37:37:390,CST,00000016,id=00000000,com.ibm.ws.security.registry.basic.internal.BasicRegistry,W,CWWKS3103W:,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,[],2/4/22,11:37:45:575,CST,00000011,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,>,bundleChanged,Entry org.osgi.framework.BundleEvent[source=com.ibm.ws.security.registry.basic_1.0.44.cl200920200820-0913 [26]],Entry org.osgi.framework.BundleEvent[source=com.ibm.ws.security.registry.basic_1.0.44.cl200920200820-0913 [26]],[],0.5931117534637451,0.6
2/4/22,11:37:37:390,CST,00000016,id=00000000,com.ibm.ws.security.registry.basic.internal.BasicRegistry,W,CWWKS3103W:,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,[],2/4/22,11:37:45:599,CST,00000011,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,>,bundleChanged,Entry org.osgi.framework.BundleEvent[source=com.ibm.ws.security.authorization.builtin_1.0.44.cl200920200820-0913 [59]],Entry org.osgi.framework.BundleEvent[source=com.ibm.ws.security.authorization.builtin_1.0.44.cl200920200820-0913 [59]],[],0.5875504612922668,0.6
2/4/22,11:37:37:390,CST,00000016,id=00000000,com.ibm.ws.security.registry.basic.internal.BasicRegistry,W,CWWKS3103W:,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,[],2/4/22,11:37:45:595,CST,00000011,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,>,bundleChanged,Entry org.osgi.framework.BundleEvent[source=com.ibm.ws.security.authentication.builtin_1.0.44.cl200920200820-0913 [71]],Entry org.osgi.framework.BundleEvent[source=com.ibm.ws.security.authentication.builtin_1.0.44.cl200920200820-0913 [71]],[],0.5715736746788025,0.6
2/4/22,11:37:37:390,CST,00000016,id=00000000,com.ibm.ws.security.registry.basic.internal.BasicRegistry,W,CWWKS3103W:,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,[],2/4/22,11:37:38:694,CST,00000016,id=230d4a35,.ws.classloading.internal.ThreadContextClassLoaderForBundles,>,loadClass,Entry com.ibm.ws.security.authentication.jaas.modules.UsernameAndPasswordLoginModule false,Entry com.ibm.ws.security.authentication.jaas.modules.UsernameAndPasswordLoginModule false,[],0.5711631774902344,0.6
2/4/22,11:37:37:390,CST,00000016,id=00000000,com.ibm.ws.security.registry.basic.internal.BasicRegistry,W,CWWKS3103W:,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,[],2/4/22,11:37:38:694,CST,00000016,id=230d4a35,com.ibm.ws.classloading.internal.ThreadContextClassLoader,>,loadClass,Entry com.ibm.ws.security.authentication.jaas.modules.UsernameAndPasswordLoginModule false,Entry com.ibm.ws.security.authentication.jaas.modules.UsernameAndPasswordLoginModule false,[],0.5711631774902344,0.6
2/4/22,11:37:37:390,CST,00000016,id=00000000,com.ibm.ws.security.registry.basic.internal.BasicRegistry,W,CWWKS3103W:,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,[],2/4/22,11:37:45:599,CST,00000011,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,>,bundleChanged,Entry org.osgi.framework.BundleEvent[source=com.ibm.ws.security.credentials.wscred_1.0.44.cl200920200820-0913 [73]],Entry org.osgi.framework.BundleEvent[source=com.ibm.ws.security.credentials.wscred_1.0.44.cl200920200820-0913 [73]],[],0.5691426992416382,0.6
2/4/22,11:37:37:390,CST,00000016,id=00000000,com.ibm.ws.security.registry.basic.internal.BasicRegistry,W,CWWKS3103W:,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,There are no users defined for the BasicRegistry configuration of ID com.ibm.ws.security.registry.basic.config[basic].,[],2/4/22,11:37:45:606,CST,00000011,id=116db170,com.ibm.ws.classloading.internal.ClassLoadingServiceImpl$1,>,bundleChanged,Entry org.osgi.framework.BundleEvent[source=com.ibm.ws.security.credentials_1.0.44.cl200920200820-0913 [51]],Entry org.osgi.framework.BundleEvent[source=com.ibm.ws.security.credentials_1.0.44.cl200920200820-0913 [51]],[],0.5671935677528381,0.6
